8702,"Doctoral Thesis in Health R: PT (72cp) (Research Semester 1,…"
11552,"Essential Physiotherapy Skills PG (Semester 2, 2020)"
11551,"Physiotherapy Across the Lifespan PG (Semester 2, 2020)"
10290,"Assessment of Vision 2 (Semester 1, 2020)"
10287,"Assessment of Vision 1 (Semester 1, 2020)"
8703,"Doctoral Thesis in Health R: FT (72cp) (Research Semester 1,…"
8705,Doctoral Thesis in Health (by publication) R: FT (72cp)…
8705,Doctoral Thesis in Health (by publication) R: FT (72cp)…
8704,Doctoral Thesis in Health (by publication) R: PT (72cp)…
8704,Doctoral Thesis in Health (by publication) R: PT (72cp)…
6313,"Practicum Placement 1 PG (Semester 2, 2020)"
6313,"Practicum Placement 1 PG (Semester 1, 2020)"
9595,"Nurse Practitioner Dissertation R PT (3cp) (Research Semester 2, …"
9595,"Nurse Practitioner Dissertation R PT (3cp) (Research Semester 1, …"
9129,Nurse Practitioner Dissertation R PT (48cp) (Research Semester…
9129,Nurse Practitioner Dissertation R PT (48cp) (Research Semester…
9128,Nurse Practitioner Dissertation R FT (48cp) (Research Semester…
9128,Nurse Practitioner Dissertation R FT (48cp) (Research Semester…
10408,"Assessment of Ocular Health (Semester 1, 2020)"
10288,"Pathology, Immunology and Microbiology (Semester 1, 2020)"
9378,"Advanced Musculoskeletal Rehabilitation (Semester 2, 2020)"
9005,"Systems Pharmacology 1 (Semester 1, 2020)"
6313,"Practicum Placement 1 PG (Summer Semester, 2019/20)"
10132,"Foundation Mathematics 1 (UC College Trimester 2, 2020)"
10132,"Foundation Mathematics 1 (UC College Trimester 1, 2020)"
10112,"Research Methods in Psychology PG (Semester 1, 2020)"
11325,"Tourism Policy (Semester 2, 2020)"
9010,"Clinical Therapeutics 4 (Semester 2, 2020)"
9003,"Clinical Therapeutics 1 (Semester 1, 2020)"
11447,"Research Thesis PG (Semester 2, 2020)"
10053,"Communicable Disease Control PG (Semester 2, 2020)"
9014,"Quality Use of Medicines (Semester 2, 2020)"
9013,"Systems Pharmacology 3 (Semester 1, 2020)"
9008,"Systems Pharmacology 2 (Semester 2, 2020)"
10293,"Pharmacology for Health Professionals (Winter Term, 2020)"
11325,"Tourism Policy (Semester 2, 2020)"
10285,"Ocular Anatomy and Physiology (Semester 1, 2020)"
9009,"Clinical Therapeutics 3 (Semester 1, 2020)"
9006,"Clinical Therapeutics 2 (Semester 2, 2020)"
8660,"Food Service Management PG (Semester 2, 2020)"
11243,"Political and Social Theory (Semester 1, 2020)"
10286,"Ophthalmic Optics (Semester 2, 2020)"
10276,"Professional Practice 3 PG (Semester 2, 2020)"
9383,"Neuromuscular Conditions and Rehabilitation (Semester 2, 2020)"
623,"623 Plants and Animals (Semester 2, )"
7894,"Architecture Studio 3 PG (Semester 1, 2020)"
7628,"Architecture Studio 1 PG (Semester 1, 2020)"
11249,"Sociology of Technology and Work (Semester 2, 2020)"
10059,"Health Risk Assessment and Communication PG (Semester 2, 2020)"
7893,"Architecture Studio 2 PG (Semester 2, 2020)"
10409,"Ocular Pharmacology (Semester 2, 2020)"
10065,"Human Diversity PG (Semester 1, 2020)"
7372,"Nursing Honours Thesis PT: Part B 12cp (6cp) (Semester 2, 2020)"
6530,"Biochemistry (Semester 1, 2020)"
10057,"Health Economics PG (Semester 2, 2020)"
9585,"Quantitative Research Practice in Health PG (Winter Term, 2020)"
9744,"3D Character Animation (Semester 1, 2020)"
9744,"3D Character Animation (Semester 1, 2020)"
10058,"Health Promotion Principles and Practice PG (Semester 1, 2020)"
7372,"Nursing Honours Thesis PT: Part B 12cp (6cp) (Semester 2, 2020)"
7372,"Nursing Honours Thesis PT: Part B 12cp (6cp) (Semester 1, 2020)"
11239,"Politics and Democracy (Semester 2, 2020)"
9585,"Quantitative Research Practice in Health PG (Semester 2, 2020)"
9585,"Quantitative Research Practice in Health PG (Semester 1, 2020)"
9410,"Systems Pharmacology 1 PG (Semester 1, 2020)"
7123,"Cognitive Psychology (Semester 1, 2020)"
6642,"Masters of Laws Dissertation (Semester 2, 2020)"
6642,"Masters of Laws Dissertation (Semester 1, 2020)"
8483,Education Doctoral Thesis (by Publication) R: FT (72cp)…
8483,Education Doctoral Thesis (by Publication) R: FT (72cp)…
11278,"Torts Law (Semester 2, 2020)"
11277,"Contract Law (Semester 2, 2020)"
10069,"Musculoskeletal Rehabilitation (Semester 2, 2020)"
10069,"Musculoskeletal Rehabilitation (Semester 1, 2020)"
11478,"Indigenous Health: Contemporary Issues PG (Winter Term, 2020)"
11224,"Public Sector Economics (Semester 2, 2020)"
10291,"Diseases of the Eye (Semester 2, 2020)"
8478,Doctoral Thesis in Economics (by Publication) R: PT (72cp)…
8477,Doctoral Thesis in Economics (by Publication) R: FT (72cp)…
8415,"Architecture Studio 4 PG (Semester 2, 2020)"
7748,"Counselling Placement and Supervision PG (Semester 1, 2020)"
6254,"Management Dissertation PG (Teaching Period 5, 2020)"
6254,"Management Dissertation PG (Teaching Period 2, 2020)"
11435,"Torts Law G (Semester 2, 2020)"
11434,"Contract Law G (Semester 2, 2020)"
10133,"Foundation Mathematics 2 (UC College Trimester 2, 2020)"
10133,"Foundation Mathematics 2 (UC College Trimester 1, 2020)"
11324,"Tourism and the World Economy (Semester 1, 2020)"
11170,"Business Communication (Winter Term, 2020)"
10295,"Assessment of Vision 3 (Semester 1, 2020)"
10289,"Functional and Developmental Disorders of Vision (Semester 1,…"
9636,Food and Nutrition Honours Research H 18cp FT (Part B) (9cp)…
9636,Food and Nutrition Honours Research H 18cp FT (Part B) (9cp)…
9635,Food and Nutrition Honours Research H 18cp FT (Part A) (9cp)…
9635,Food and Nutrition Honours Research H 18cp FT (Part A) (9cp)…
9417,"Sports Studies Honours Research H (Part A) (Semester 2, 2020)"
9417,"Sports Studies Honours Research H (Part A) (Semester 1, 2020)"
9403,"Clinical Therapeutics 4 PG (Semester 2, 2020)"
9400,"Clinical Therapeutics 1 G (Semester 1, 2020)"
9298,"Clinical Dietetics 2 PG (Semester 2, 2020)"
9297,"Clinical Dietetics 1 PG (Semester 1, 2020)"
8470,Doctoral Thesis in Applied Science (by Publication) R: PT (72cp) …
8470,Doctoral Thesis in Applied Science (by Publication) R: PT (72cp) …
8469,Doctoral Thesis in Applied Science (by Publication) R: FT (72cp) …
8469,Doctoral Thesis in Applied Science (by Publication) R: FT (72cp) …
8043,"Analytical Chemistry (Semester 2, 2020)"
7951,"Ethics and Law for Health Professionals (Winter Term, 2020)"
7809,"General Toxicology G (UC Trimester 3, 2020)"
7809,"General Toxicology G (UC Trimester 1, 2020)"
11383,"Language in Social Context G (Vietnam Period 3, 2020)"
11383,"Language in Social Context G (Vietnam Period 1, 2020)"
10386,"Research Fundamentals PG (Semester 2, 2020)"
10386,"Research Fundamentals PG (Semester 1, 2020)"
10141,"Construction Procurement (Semester 1, 2020)"
9418,"Sports Studies Honours Research H (Part B) FT (Semester 2, 2020)"
9412,"Systems Pharmacology 3 PG (Semester 1, 2020)"
9411,"Systems Pharmacology 2 PG (Semester 2, 2020)"
9012,"Pharmacy Practice 4 (Semester 2, 2020)"
9011,"Pharmacy Practice 3 (Semester 1, 2020)"
9007,"Pharmacy Practice 2 (Semester 2, 2020)"
9004,"Pharmacy Practice 1 (Semester 1, 2020)"
7872,"Doctoral Thesis in Law R (72cp) (Research Semester 2, 2020)"
7872,"Doctoral Thesis in Law R (72cp) (Research Semester 1, 2020)"
6309,"Research Project - Preparation PG (Winter Term, 2020)"
9863,"Core Literacy (Winter Term, 2020)"
9681,"Applied Arts and Humanities Thesis R PT (Research Semester 2,…"
9681,"Applied Arts and Humanities Thesis R PT (Research Semester 1,…"
9680,"Applied Arts and Humanities Thesis R FT (Research Semester 2,…"
9680,"Applied Arts and Humanities Thesis R FT (Research Semester 1,…"
9106,"Brand, Strategy and Integration PG (Semester 1, 2020)"
11383,"Language in Social Context G (Semester 1, 2020)"
11324,"Tourism and the World Economy (Semester 1, 2020)"
11170,"Business Communication (Semester 2, 2020)"
11170,"Business Communication (Semester 1, 2020)"
10449,Doctoral Thesis in Public Health (by Publication) R: FT (72cp)…
10449,Doctoral Thesis in Public Health (by Publication) R: FT (72cp)…
10431,Doctoral Thesis in Public Health (by Publication) R: PT (72cp)…
10431,Doctoral Thesis in Public Health (by Publication) R: PT (72cp)…
10067,"Trauma and Counselling PG (Semester 1, 2020)"
9583,"Qualitative Research Practice in Health PG (Semester 2, 2020)"
9583,"Qualitative Research Practice in Health PG (Semester 1, 2020)"
9409,"Quality Use of Medicines PG (Semester 2, 2020)"
9402,"Clinical Therapeutics 3 PG (Semester 1, 2020)"
9401,"Clinical Therapeutics 2 PG (Semester 2, 2020)"
8278,"Doctoral Thesis in Law R (72cp) (PT) (Research Semester 2, 2020)"
8278,"Doctoral Thesis in Law R (72cp) (PT) (Research Semester 1, 2020)"
7124,"Motivation and Emotion (Semester 2, 2020)"
6311,"Research Project - Data Analysis PG (Winter Term, 2020)"
6308,"Health Psychology for Clinicians PG (Semester 2, 2020)"
7951,"Ethics and Law for Health Professionals (Semester 2, 2020)"
7812,"Toxic Substances PG (UC Trimester 2, 2020)"
7812,"Toxic Substances PG (UC Trimester 1, 2020)"
7716,"Master of Nursing Thesis R (Research Semester 2, 2020)"
7716,"Master of Nursing Thesis R (Research Semester 1, 2020)"
11539,"Physiotherapy Across the Lifespan (Semester 2, 2020)"
11429,"International Economics PG (Semester 1, 2020)"
11394,"Professional Project in TESOL/FLT PG (Vietnam Period 4, 2020)"
11394,"Professional Project in TESOL/FLT PG (Vietnam Period 2, 2020)"
11246,"Introduction to Sociology (Semester 1, 2020)"
11210,"Destination Management and the Visitor Economy (Semester 1,…"
11170,"Business Communication (Summer Semester, 2019/20)"
10425,"Curriculum - Assessment, Planning and Reporting (Semester 1,…"
10342,"Contemporary Counselling Practices PG (Semester 2, 2020)"
10296,"Integrated Eye Care and Ocular Therapeutics (Semester 1, 2020)"
8018,Doctoral Thesis in Clinical Psychology R (72cp) (Research…
8018,Doctoral Thesis in Clinical Psychology R (72cp) (Research…
6309,"Research Project - Preparation PG (Semester 2, 2020)"
6309,"Research Project - Preparation PG (Semester 1, 2020)"
9863,"Core Literacy (Semester 1, 2020)"
9106,"Brand, Strategy and Integration PG (Semester 1, 2020)"
8888,"Forensic Security 3: Biological Agents 2 PG (UC Trimester 3,…"
8628,"Master of Nursing Thesis R PT (Research Semester 2, 2020)"
8628,"Master of Nursing Thesis R PT (Research Semester 1, 2020)"
7816,"Pharmaceutical Analysis G (UC Trimester 3, 2020)"
7816,"Pharmaceutical Analysis G (UC Trimester 1, 2020)"
11264,"Environmental and Planning Law (Semester 1, 2020)"
11394,"Professional Project in TESOL/FLT PG (Semester 2, 2020)"
11394,"Professional Project in TESOL/FLT PG (Semester 1, 2020)"
11322,"Event Development (Semester 2, 2020)"
8992,"Physiotherapy Honours Thesis 1 (Winter Term, 2020)"
8988,"Evidence Based Practice (Semester 1, 2020)"
6311,"Research Project - Data Analysis PG (Semester 2, 2020)"
6311,"Research Project - Data Analysis PG (Semester 1, 2020)"
8783,"Professional Practice in Applied Science (Winter Term, 2020)"
8576,"Health Patterns of Disease (Semester 2, 2020)"
8060,"Forensic Digital Imaging PG (Semester 2, 2020)"
8060,"Forensic Digital Imaging PG (Semester 1, 2020)"
7951,"Ethics and Law for Health Professionals (Semester 1, 2020)"
6661,"Doctoral Thesis in Management R PT (Research Semester 2, 2020)"
6661,"Doctoral Thesis in Management R PT (Research Semester 1, 2020)"
6661,"Doctoral Thesis in Management R PT (Research Semester 1, 2020)"
6565,"Doctoral Thesis in Management R FT (Research Semester 2, 2020)"
6565,"Doctoral Thesis in Management R FT (Research Semester 1, 2020)"
6518,"Human Biochemistry (Semester 2, 2020)"
10255,Doctoral Thesis in Clinical Psychology R FT (Research Semester…
10255,Doctoral Thesis in Clinical Psychology R FT (Research Semester…
10134,"Problem Solving and Analysis (UC College Trimester 3, 2020)"
11210,"Destination Management and the Visitor Economy (Semester 1,…"
11170,"Business Communication (Global Pathways Program Semester 1,…"
9852,Doctoral Thesis in Clinical Psychology R (72cp) PT (3cp)…
9852,Doctoral Thesis in Clinical Psychology R (72cp) PT (3cp)…
9851,Doctoral Thesis in Clinical Psychology R (72cp) PT (6cp)…
9851,Doctoral Thesis in Clinical Psychology R (72cp) PT (6cp)…
6650,"Literature Review Seminar (Semester 1, 2020)"
4732,"Communication in Science (Semester 1, 2020)"
1809,"Data Analysis in Science (Semester 2, 2020)"
10261,Doctoral Thesis in Clinical Psychology R PT (3cp) (Research…
10261,Doctoral Thesis in Clinical Psychology R PT (3cp) (Research…
10260,Doctoral Thesis in Clinical Psychology R PT (6cp) (Research…
10260,Doctoral Thesis in Clinical Psychology R PT (6cp) (Research…
11499,"Performance Health B PG (Semester 1, 2020)"
11391,"Oral Communication PG (Vietnam Period 4, 2020)"
11391,"Oral Communication PG (Vietnam Period 2, 2020)"
11322,"Event Development (Semester 2, 2020)"
11170,"Business Communication (Semester 1, 2020)"
11170,"Business Communication (UC College Trimester 3, 2020)"
11170,"Business Communication (UC College Trimester 1, 2020)"
7128,"Psychopathology (Semester 1, 2020)"
9829,"Introduction to Health (Semester 1, 2020)"
8783,"Professional Practice in Applied Science (Semester 2, 2020)"
8783,"Professional Practice in Applied Science (Semester 1, 2020)"
6915,"Ecochemistry (Semester 1, 2020)"
6798,"Inf. Sc. Research Proposal R (Semester 2, 2020)"
6798,"Inf. Sc. Research Proposal R (Semester 1, 2020)"
11391,"Oral Communication PG (Semester 1, 2020)"
9670,"Applied Practice in High Performance Sport PG (Semester 2, 2020)"
9781,"Advanced History & Theory 2 PG (Semester 1, 2020)"
9438,"Forensic Research 1 G (UC Trimester 2, 2020)"
8783,"Professional Practice in Applied Science (Summer Semester,…"
7810,"Forensic Toxicology 1 G (UC Trimester 3, 2020)"
7810,"Forensic Toxicology 1 G (UC Trimester 1, 2020)"
4732,"Communication in Science (Semester 2, 2020)"
11137,"Film Studio, Production Project (Semester 2, 2020)"
7550,Master of Pharmacy (Research) Type 1 Thesis 48cp (Research…
7550,Master of Pharmacy (Research) Type 1 Thesis 48cp (Research…
6312,"Master of Psychology Thesis PG (Semester 2, 2020)"
6312,"Master of Psychology Thesis PG (Semester 1, 2020)"
6310,"Research Project - Implementation PG (Semester 2, 2020)"
6310,"Research Project - Implementation PG (Semester 1, 2020)"
7814,"Medicinal Chemistry of Drugs of Abuse G (UC Trimester 2, 2020)"
7814,"Medicinal Chemistry of Drugs of Abuse G (UC Trimester 1, 2020)"
6268,"Public Policy PG (Teaching Period 5, 2020)"
6268,"Public Policy PG (Teaching Period 4, 2020)"
6268,"Public Policy PG (Teaching Period 3, 2020)"
6268,"Public Policy PG (Teaching Period 3, 2020)"
6268,"Public Policy PG (Teaching Period 2, 2020)"
4090,"Doctoral Thesis in Applied Science D:PT (Research Semester 2,…"
4090,"Doctoral Thesis in Applied Science D:PT (Research Semester 1,…"
11221,"Revenue Law (Semester 1, 2020)"
11225,"Industries and Markets (Semester 2, 2020)"
11223,"Money, Employment and Growth (Semester 2, 2020)"
11209,"Economic Development (Semester 1, 2020)"
9602,"High Performance Sport Research Project PG (Semester 1, 2020)"
9123,"Pharmacy Honours - Preparatory (Semester 1, 2020)"
8992,"Physiotherapy Honours Thesis 1 (Physio Non Standard Period 1,…"
8650,Master of Pharmacy (Research) Type 1 Thesis 48cp PT (Research…
8650,Master of Pharmacy (Research) Type 1 Thesis 48cp PT (Research…
7118,"Experimental Psychology (Semester 1, 2020)"
9745,"3d Graphics (Semester 1, 2020)"
9745,"3d Graphics (Semester 1, 2020)"
9692,"Human Resource Management PG (MBA Trimester 3, 2020)"
9692,"Human Resource Management PG (MBA Trimester 1, 2020)"
9684,"Social Research Design PG (Semester 1, 2020)"
11283,"Equity Law (Semester 1, 2020)"
10124,"Australian Studies 1 (UC College Trimester 1, 2020)"
11238,"Introduction to International Relations (Semester 2, 2020)"
11226,"Managing the Economy (Semester 2, 2020)"
11207,"International Economics (Semester 1, 2020)"
11072,"Designpreneurship G (Semester 1, 2020)"
10302,"Occupational Therapy Toolbox 2 (Semester 1, 2020)"
9668,"Effective Practice in High Performance Sport PG (Semester 1,…"
9002,"Essential Pharmacology (Semester 2, 2020)"
9072,"Occupational Therapy Toolbox 2 PG (Semester 1, 2020)"
8277,"Doctoral Thesis in Government R (PT) (Research Semester 2, 2020)"
8277,"Doctoral Thesis in Government R (PT) (Research Semester 1, 2020)"
6512,"Immunology (Semester 1, 2020)"
6480,"Biochemistry G (Semester 1, 2020)"
11442,"Equity Law PG (Semester 1, 2020)"
10075,"Master of Psychology Thesis PG (6cp) (Semester 2, 2020)"
10075,"Master of Psychology Thesis PG (6cp) (Semester 1, 2020)"
11240,"Behavioural Science (Semester 1, 2020)"
11197,"Industry Project (Semester 2, 2020)"
11054,"Human Factors for Interaction Design (Semester 1, 2020)"
10174,"Development in Early Childhood Education (Semester 2, 2020)"
9586,"Essential Pharmacology G (Semester 2, 2020)"
9122,"Pharmacy Honours - Research (Semester 1, 2020)"
9434,"Philosophies of Communication, Technologies and Change PG…"
8057,"Forensic Immunology G (UC Trimester 3, 2020)"
8057,"Forensic Immunology G (UC Trimester 1, 2020)"
11236,"Investigating and Explaining Society (Semester 2, 2020)"
11143,"Documentary Production (Semester 2, 2020)"
10191,"Foundations for Professional Practice 2 (Semester 2, 2020)"
10121,"Master of Nursing Thesis R FT (Research Semester 2, 2020)"
10121,"Master of Nursing Thesis R FT (Research Semester 1, 2020)"
10003,"Digital Signal Processing (Semester 1, 2020)"
7125,"Social Psychology (Semester 2, 2020)"
9783,"High Speed Networks (Semester 2, 2020)"
9783,"High Speed Networks (Semester 1, 2020)"
8774,"Introduction to Biology (UC College Trimester 1, 2020)"
7807,"Forensic Medicine 1 G (UC Trimester 2, 2020)"
7807,"Forensic Medicine 1 G (UC Trimester 1, 2020)"
11445,"Legal Research and Writing Skills PG (Semester 2, 2020)"
11257,"Law and Society (Semester 2, 2020)"
10125,"Australian Studies 2 (UC College Trimester 2, 2020)"
11393,Approaches to Grammar for Language Teachers PG (Vietnam Period…
11393,Approaches to Grammar for Language Teachers PG (Vietnam Period…
11388,"English Grammar PG (Vietnam Period 3, 2020)"
11388,"English Grammar PG (Vietnam Period 1, 2020)"
11054,"Human Factors for Interaction Design (Semester 1, 2020)"
10171,"Health and Wellbeing in Early Childhood Education (Semester 1,…"
9408,"Pharmacy Practice 4 PG (Semester 2, 2020)"
9407,"Pharmacy Practice 3 PG (Semester 1, 2020)"
9406,"Pharmacy Practice 2 PG (Semester 2, 2020)"
9405,"Pharmacy Practice 1 G (Semester 1, 2020)"
8362,"Human Growth and Development G (Semester 2, 2020)"
8338,"Human Growth and Development (Semester 2, 2020)"
7126,"Survey Research and Design in Psychology (Semester 1, 2020)"
6453,"Musculoskeletal Interventions 2 PG (Semester 1, 2020)"
6316,"Practicum Placement 4 PG (Winter Term, 2020)"
6315,"Practicum Placement 3 PG (Winter Term, 2020)"
8776,Introduction to Physical Science and Maths (UC College Trimester …
8235,"Signals and Systems (Semester 2, 2020)"
7212,"Pathophysiology of Critical Illness PG (Semester 1, 2020)"
6610,"Honours Research Colloquium (Semester 1, 2020)"
11393,"Approaches to Grammar for Language Teachers PG (Semester 2,…"
11388,"English Grammar PG (Semester 2, 2020)"
11193,"Sourcing and Building Capability (Semester 2, 2020)"
10198,Health Across the Lifespan: Adult Acute Health Issues (Semester …
10173,"Curriculum Design in Early Childhood Education (Semester 2,…"
10139,"Construction Project Management (Semester 2, 2020)"
10082,"Master of Nursing Thesis R PT (Research Semester 1, 2020)"
10064,"Advanced Counselling Skills PG (6cp) (Semester 2, 2020)"
9882,"Linguistics for Educators (Semester 1, 2020)"
9875,"Human Development (Semester 2, 2020)"
8887,"Forensic Security 2: Biological Agents 1 G (UC Trimester 3, 2020)"
8887,"Forensic Security 2: Biological Agents 1 G (UC Trimester 2, 2020)"
8778,"Forensic Science 1 (Semester 2, 2020)"
7815,"Natural Medicinal Products G (UC Trimester 3, 2020)"
7815,"Natural Medicinal Products G (UC Trimester 1, 2020)"
6253,"Management Accounting PG (Semester 2, 2020)"
11538,"Orthopaedic Physiotherapy (Semester 2, 2020)"
11445,"Legal Research and Writing Skills PG (Semester 1, 2020)"
11398,"Introduction to Research in the Health Sciences (Semester 2,…"
11034,"Landscape Architecture Documentation (Semester 1, 2020)"
10437,Contemporary Uses of Digital Technologies in Education PG…
10169,"Infant and Toddler Education (Semester 1, 2020)"
9381,"Cardio-Pulmonary Conditions and Rehabilitation (Semester 1, 2020)"
7120,"Physiological Psychology (Semester 2, 2020)"
6316,"Practicum Placement 4 PG (Semester 2, 2020)"
6316,"Practicum Placement 4 PG (Semester 1, 2020)"
6315,"Practicum Placement 3 PG (Semester 2, 2020)"
6315,"Practicum Placement 3 PG (Semester 1, 2020)"
9840,"Endocrinology and Tumour Markers (Semester 2, 2020)"
9427,"Counselling for Dispute Resolution (Semester 2, 2020)"
9281,"Enterprise and Cloud Computing (Semester 1, 2020)"
9114,"Public Relations Practice G (Semester 2, 2020)"
8835,"Midwifery Honours Thesis H (21cp) (3cp) PT (part A) (Semester 1, …"
7811,"Forensic Toxicology 2 PG (UC Trimester 2, 2020)"
7811,"Forensic Toxicology 2 PG (UC Trimester 1, 2020)"
6799,"Inf. Sc. Research Proposal H (Semester 2, 2020)"
6799,"Inf. Sc. Research Proposal H (Semester 1, 2020)"
6692,"High Speed Networks PG (Semester 2, 2020)"
6692,"High Speed Networks PG (Semester 1, 2020)"
11328,"Cultural Sociology (Semester 2, 2020)"
10170,Pedagogy of Relationships in Early Childhood Education…
10147,"Building Services (Semester 2, 2020)"
7791,"Mathematics (general) (UCC) (UC College Trimester 3, 2020)"
7791,"Mathematics (general) (UCC) (UC College Trimester 1, 2020)"
6449,"Musculoskeletal Interventions 1 PG (Semester 2, 2020)"
6316,"Practicum Placement 4 PG (Summer Semester, 2019/20)"
6315,"Practicum Placement 3 PG (Summer Semester, 2019/20)"
9772,"Design and Architecture Research Methods PG (Semester 2, 2020)"
7808,"Forensic Medicine 2 PG (UC Trimester 3, 2020)"
7808,"Forensic Medicine 2 PG (UC Trimester 1, 2020)"
6654,"Advanced Research Skills Training B PG (Research Semester 2,…"
6654,"Advanced Research Skills Training B PG (Research Semester 1,…"
6653,"Advanced Research Skills Training A PG (Research Semester 2,…"
6653,"Advanced Research Skills Training A PG (Research Semester 1,…"
11220,"Business Law (Semester 2, 2020)"
11220,"Business Law (Semester 1, 2020)"
11220,"Business Law (Semester 1, 2020)"
11392,"Discourse Studies PG (Vietnam Period 4, 2020)"
11392,"Discourse Studies PG (Vietnam Period 2, 2020)"
11329,"Environmental and Resource Economics (Semester 1, 2020)"
11035,"Three Dimensional Landscape (Semester 1, 2020)"
10437,Contemporary Uses of Digital Technologies in Education PG…
10195,"Therapeutic Use of Self 2 (Semester 1, 2020)"
10093,"Signals and Systems G (Semester 2, 2020)"
8733,"Academic Writing and Research Skills G (UCC) (Semester 2, 2020)"
8733,"Academic Writing and Research Skills G (UCC) (Semester 1, 2020)"
9832,Health Science Honours Thesis H (21cp) FT (Part A) (9cp)…
9754,"Introduction to Games Production (Semester 2, 2020)"
9754,"Introduction to Games Production (Semester 2, 2020)"
9752,"Introduction to Computer Programming (Semester 2, 2020)"
9752,"Introduction to Computer Programming (Semester 2, 2020)"
9114,"Public Relations Practice G (Semester 2, 2020)"
8973,"User Centred Design (Semester 1, 2020)"
8227,"Wireless Networks (Semester 1, 2020)"
6541,"Econometrics (Semester 2, 2020)"
11457,"Environmental and Planning Law PG (Semester 1, 2020)"
11220,"Business Law (Global Pathways Program Semester 1, 2020)"
11392,"Discourse Studies PG (Semester 2, 2020)"
11174,"Introduction to Management (Semester 2, 2020)"
11174,"Introduction to Management (Semester 1, 2020)"
11037,"Landscape Systems (Semester 1, 2020)"
10417,"Mental Health and Occupational Therapy (Semester 1, 2020)"
10268,"Clinical Speech Pathology 1 PG (Semester 1, 2020)"
10095,"Digital Signal Processing G (Semester 1, 2020)"
11401,"Professional Practice (Health) 1 (Semester 2, 2020)"
11401,"Professional Practice (Health) 1 (Semester 1, 2020)"
9612,"Sport Informatics and Analytics PG (Semester 2, 2020)"
8996,"Health and Pharmacy (Semester 1, 2020)"
8654,"Australian Studies (UCC) (UC College Trimester 1, 2020)"
9679,"Applied Arts and Humanities Thesis Design PG (Semester 2, 2020)"
6551,"Econometrics G (Semester 2, 2020)"
5258,"Counselling Communication (Semester 1, 2020)"
11386,"Language Teaching Practice PG (Vietnam Period 3, 2020)"
11386,"Language Teaching Practice PG (Vietnam Period 1, 2020)"
11211,Professional Evidence (Event and Tourism Management) (Semester…
11169,"Organisational Communications, Culture and Change (Semester 2,…"
10414,"Occupational Therapy in Mental Health PG (Semester 1, 2020)"
10269,"Speech and Language Disorders - Paediatrics PG (Semester 2,…"
10015,"Imaging Pathology (Semester 2, 2020)"
