code,unit,title,major
HUMN1500,2,"Perspectives: Practices, Cultures and Creative Communication",Professional Pathways
HUMN2500,2,Collaborations: Relating and Working Together,Professional Pathways
HUMN3600,2,"Creating the Future: Work, Worth and Well-Being",Professional Pathways
HUMN3700,2,"Creativity: Myths, Methods & Impact",Professional Pathways
WRIT1200,2,Writing Creatively,Professional Writing and Communication
COMU1140,2,Multimedia,Professional Writing and Communication
COMU1152,2,Public Relations Writing,Professional Writing and Communication
WRIT2000,2,Writing & Editing for the Professions,Professional Writing and Communication
COMU2120,2,Media Design,Professional Writing and Communication
COMU2160,2,Communication Law and Ethics,Professional Writing and Communication
DRAM2400,2,Performative Communication: Presentation and Public Speaking,Professional Writing and Communication
WRIT2250,2,"Writing: Grammar, Syntax, and Style",Professional Writing and Communication
WRIT3700,2,"Publishing, Editing, and Authorship",Professional Writing and Communication
COMU3100,2,Digital Project,Professional Writing and Communication
COMU3222,2,Political Communication,Professional Writing and Communication
WRIT3050,2,Creative Writing: Non-Fiction,Professional Writing and Communication
PSYC1040,2,Psychological Research Methodology I,Psychology
PSYC1020,2,"Introduction to Psychology: Minds, Brains and Behaviour",Psychology
PSYC1030,2,"Introduction to Psychology: Developmental, Social & Clinical Psychology",Psychology
PSYC2010,2,Psychological Research Methodology II,Psychology
PSYC2020,2,Neuroscience for Psychologists,Psychology
PSYC2030,2,Developmental Psychology,Psychology
PSYC2040,2,Social & Organisational Psychology,Psychology
PSYC2050,2,Learning & Cognition,Psychology
PSYC3020,2,Measurement in Psychology,Psychology
ANAT3022,2,Functional Neuroanatomy,Psychology
MUSC3340,2,"Music, Cognition & Development",Psychology
PSYC3000,2,Applied Sport and Exercise Psychology,Psychology
PSYC3032,2,Topics in Social Psychology,Psychology
PSYC3042,2,Psychological Research: Interpretation & Evaluation,Psychology
PSYC3052,2,Judgment & Decision-Making,Psychology
PSYC3062,2,Introduction to Human Factors,Psychology
PSYC3082,2,Psychotherapies and Counselling,Psychology
PSYC3102,2,Psychopathology,Psychology
PSYC3122,2,Attitudes & Social Cognition,Psychology
PSYC3132,2,Health Psychology,Psychology
PSYC3142,2,Intergroup Relations & Group Processes,Psychology
PSYC3162,2,Development in Infancy,Psychology
PSYC3192,2,Sensory Neuroscience,Psychology
PSYC3202,2,Industrial & Organisational Psychology,Psychology
PSYC3262,2,Evolutionary Approaches to Human Behaviour,Psychology
PSYC3272,2,The Neuroscience of Social Behaviour,Psychology
PSYC3282,2,Developmental Perspectives on the Origins of Human Culture,Psychology
PSYC3302,2,Cognitive Neuroscience,Psychology
PSYC3312,2,Parenting and Family Psychology,Psychology
PSYC1020,2,"Introduction to Psychology: Minds, Brains and Behaviour",Psychology
PSYC1030,2,"Introduction to Psychology: Developmental, Social & Clinical Psychology",Psychology
PSYC1040,2,Psychological Research Methodology I,Psychology
PSYC2010,2,Psychological Research Methodology II,Psychology
PSYC2020,2,Neuroscience for Psychologists,Psychology
PSYC2030,2,Developmental Psychology,Psychology
PSYC2040,2,Social & Organisational Psychology,Psychology
PSYC2050,2,Learning & Cognition,Psychology
PSYC3042,2,Psychological Research: Interpretation & Evaluation,Psychology
PSYC3000,2,Applied Sport and Exercise Psychology,Psychology
PSYC3082,2,Psychotherapies and Counselling,Psychology
PSYC3132,2,Health Psychology,Psychology
PSYC3202,2,Industrial & Organisational Psychology,Psychology
ANAT3022,2,Functional Neuroanatomy,Psychology
PSYC3262,2,Evolutionary Approaches to Human Behaviour,Psychology
PSYC3272,2,The Neuroscience of Social Behaviour,Psychology
PSYC3302,2,Cognitive Neuroscience,Psychology
PSYC3052,2,Judgment & Decision-Making,Psychology
PSYC3062,2,Introduction to Human Factors,Psychology
PSYC3192,2,Sensory Neuroscience,Psychology
MUSC3340,2,"Music, Cognition & Development",Psychology
PSYC3162,2,Development in Infancy,Psychology
PSYC3282,2,Developmental Perspectives on the Origins of Human Culture,Psychology
PSYC3312,2,Parenting and Family Psychology,Psychology
PSYC3032,2,Topics in Social Psychology,Psychology
PSYC3122,2,Attitudes & Social Cognition,Psychology
PSYC3142,2,Intergroup Relations & Group Processes,Psychology
PSYC3292,2,Psychology of Emotion,Psychology
PSYC3010,2,Psychological Research Methodology III,Psychology
PSYC3020,2,Measurement in Psychology,Psychology
PSYC3102,2,Psychopathology,Psychology
POLS1102,2,Introduction to Politics & Public Policy,Public Policy
POLS1101,2,Introduction to Australian Politics,Public Policy
POLY1000,2,Australian Social Policy,Public Policy
POLS2101,2,Indigenous Politics & Policy,Public Policy
POLS2201,2,Australian Foreign Policy,Public Policy
POLS2217,2,European Political Issues,Public Policy
POLS2401,2,Politics & the Economy,Public Policy
POLS2402,2,Globalisation & International Political Economy,Public Policy
POLS2404,2,The Political Dynamics of Development and Resistance,Public Policy
POLS2703,2,Principles of Research: Social and Comparative Perspectives,Public Policy
POLS3802,2,Independent Study,Public Policy
POLS3102,2,Governance & Australian Public Policy,Public Policy
POLS3115,2,Environmental Politics & Policy,Public Policy
POLS3118,2,Advances in Political Psychology,Public Policy
POLS3801,2,Internship,Public Policy
POLS3807,2,Policy Practice,Public Policy
RSSN1110,2,Introductory Russian I,Russian
RSSN1120,2,Introductory Russian II,Russian
RSSN2110,2,Russian Language III,Russian
RSSN2120,2,Russian Language IV,Russian
LTCS2310,2,Russia Now and Then,Russian
LTCS3002,2,Translating & Interpreting Studies,Russian
MSTU2012,2,European Film Today,Russian
SLAT2001,2,Second Language Learning,Russian
SLAT3001,2,Cognitive and Social Aspects of Bilingualism,Russian
RSSN3130,2,Russian V,Russian
RSSN3140,2,Russian VI,Russian
SOCY1050,2,Introduction to Sociology,Sociology
SOCY1030,2,"Introduction to Health, Illness and Society",Sociology
SOCY1060,2,"Gender, Sexuality and Society: An Introduction",Sociology
SOCY2019,2,Introduction to social research,Sociology
SOCY2339,2,Introducing Quantitative Research,Sociology
SOCY2020,2,Sociology of the Environment,Sociology
SOCY2040,2,"Families, Households and the Life Course",Sociology
SOCY2170,2,Emotions in Social Life,Sociology
SOSC2190,2,"Human Bodies, Culture & Society",Sociology
SOCY2220,2,Globalisation & Development in Post-Colonial Societies,Sociology
SOCY2340,2,Sociology of the City,Sociology
SOCY3020,2,"Medicine, Markets and Health: Sociological Perspectives on Health and Illness",Sociology
SOCY3039,2,Applied Quantitative Research,Sociology
SOCY3200,2,Current Issues & Debates in Sociology,Sociology
SOCY3329,2,Qualitative Social Research,Sociology
SOCY3345,2,Conceptual Challenges in Sociology: Classical and Contemporary Debates,Sociology
SOCY1050,2,Introduction to Sociology,Sociology
SOCY1030,2,"Introduction to Health, Illness and Society",Sociology
SOCY1060,2,"Gender, Sexuality and Society: An Introduction",Sociology
SOCY2019,2,Introduction to social research,Sociology
SOCY2339,2,Introducing Quantitative Research,Sociology
SOCY2020,2,Sociology of the Environment,Sociology
SOCY2040,2,"Families, Households and the Life Course",Sociology
SOCY2170,2,Emotions in Social Life,Sociology
SOSC2190,2,"Human Bodies, Culture & Society",Sociology
SOCY2220,2,Globalisation & Development in Post-Colonial Societies,Sociology
SOCY2340,2,Sociology of the City,Sociology
SOCY3020,2,"Medicine, Markets and Health: Sociological Perspectives on Health and Illness",Sociology
SOCY3039,2,Applied Quantitative Research,Sociology
SOCY3200,2,Current Issues & Debates in Sociology,Sociology
SOCY3329,2,Qualitative Social Research,Sociology
SOCY3345,2,Conceptual Challenges in Sociology: Classical and Contemporary Debates,Sociology
COMP3506,2,Algorithms & Data Structures,Software Design
CSSE2002,2,Programming in the Large,Software Design
CSSE2010,2,Introduction to Computer Systems,Software Design
CSSE3002,2,The Software Process,Software Design
CSSE2310,2,Computer Systems Principles and Programming,Software Design
DECO2500,2,Human-Computer Interaction,Software Design
COMP3301,2,Operating Systems Architecture,Software Design
COMP3702,2,Artificial Intelligence,Software Design
COMS3000,2,Information Security,Software Design
COMS3200,2,Computer Networks I,Software Design
CSSE3100,2,Reasoning About Programs,Software Design
DECO3500,2,Social & Mobile Computing,Software Design
INFS3202,2,Web Information Systems,Software Design
INFS2200,2,Relational Database Systems,Software Information Systems
INFS3200,2,Advanced Database Systems,Software Information Systems
INFS3202,2,Web Information Systems,Software Information Systems
INFS3208,2,Cloud Computing,Software Information Systems
BISM3222,2,Information Analysis and System Design,Software Information Systems
SPAN1010,2,Introductory Spanish A,Spanish
SPAN1020,2,Introductory Spanish B,Spanish
SPAN2010,2,Continuing Spanish A,Spanish
SPAN2020,2,Continuing Spanish B,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
MSTU2012,2,European Film Today,Spanish
SLAT2001,2,Second Language Learning,Spanish
SLAT2002,2,Language in the Digital World,Spanish
SPAN2310,2,Reading & Writing in Spanish,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
SPAN3310,2,Text analysis and translation,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN2010,2,Continuing Spanish A,Spanish
SPAN2020,2,Continuing Spanish B,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN3310,2,Text analysis and translation,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
MSTU2012,2,European Film Today,Spanish
SLAT2001,2,Second Language Learning,Spanish
SLAT2002,2,Language in the Digital World,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN3310,2,Text analysis and translation,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
MSTU2012,2,European Film Today,Spanish
SLAT2001,2,Second Language Learning,Spanish
SLAT2002,2,Language in the Digital World,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
SPAN1010,2,Introductory Spanish A,Spanish
SPAN1020,2,Introductory Spanish B,Spanish
SPAN2010,2,Continuing Spanish A,Spanish
SPAN2020,2,Continuing Spanish B,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
MSTU2012,2,European Film Today,Spanish
SPAN2310,2,Reading & Writing in Spanish,Spanish
SPAN3310,2,Text analysis and translation,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
SPAN2010,2,Continuing Spanish A,Spanish
SPAN2020,2,Continuing Spanish B,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN3310,2,Text analysis and translation,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
MSTU2012,2,European Film Today,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
SPAN3110,2,Advanced Spanish A,Spanish
SPAN3120,2,Advanced Spanish B,Spanish
SPAN3330,2,Generos de composicion,Spanish
SPAN3310,2,Text analysis and translation,Spanish
LTCS2022,2,Imagining Latin America in the 20th Century,Spanish
LTCS2026,2,Cultures of Latin America,Spanish
LTCS2027,2,Magical Realism and Beyond: Contemporary Latin America,Spanish
LTCS3000,2,Latin American Perspectives,Spanish
MSTU2012,2,European Film Today,Spanish
SPAN3340,2,Cine de Autor en Espanol,Spanish
SPAN3390,2,America Latina: el deseo y la realidad,Spanish
SPAN3460,2,Literatura en Espanol,Spanish
BIOL1900,2,"Biophysical Development, Measurement and Assessment",Sports Studies
HMST1910,2,From Bradman to Freeman: Mythic Qualities of Australian Sport,Sports Studies
HPRM1000,2,Physical Activity & Health,Sports Studies
HMST2190,2,From Playground to Podium: Critical Analysis of Sporting Issues,Sports Studies
NEUR2530,2,Motor Control & Learning,Sports Studies
BIOL2630,2,Biomechanics,Sports Studies
PSYC2000,2,Psychology of Sport and Exercise,Sports Studies
SOSC2190,2,"Human Bodies, Culture & Society",Sports Studies
SOCY2280,2,Sociology of Sport,Sports Studies
EDUC3011,2,"Youth, Sport and Physical Culture",Sports Studies
NEUR3733,2,Neuromechanical Basis of Human Movement,Sports Studies
HPRM3000,2,Health Promotion: Perspectives & Practice,Sports Studies
NUTR3000,2,Nutrition & Exercise,Sports Studies
PSYC3000,2,Applied Sport and Exercise Psychology,Sports Studies
HIST3002,2,History of Sport & Physical Activity in Australian Society,Sports Studies
HIST3003,2,Playing on the Big Stage: Histories of the Olympics and Paralympics,Sports Studies
HMST3103,2,Management & Marketing of Sport & Physical Activity,Sports Studies
HPRM3001,2,Promoting Physical Activity & Health,Sports Studies
HMST1910,2,From Bradman to Freeman: Mythic Qualities of Australian Sport,Sports Studies
BIOL1900,2,"Biophysical Development, Measurement and Assessment",Sports Studies
HPRM1000,2,Physical Activity & Health,Sports Studies
HMST2190,2,From Playground to Podium: Critical Analysis of Sporting Issues,Sports Studies
NEUR2530,2,Motor Control & Learning,Sports Studies
BIOL2630,2,Biomechanics,Sports Studies
PSYC2000,2,Psychology of Sport and Exercise,Sports Studies
SOSC2190,2,"Human Bodies, Culture & Society",Sports Studies
SOCY2280,2,Sociology of Sport,Sports Studies
EDUC3011,2,"Youth, Sport and Physical Culture",Sports Studies
NEUR3733,2,Neuromechanical Basis of Human Movement,Sports Studies
HPRM3000,2,Health Promotion: Perspectives & Practice,Sports Studies
NUTR3000,2,Nutrition & Exercise,Sports Studies
PSYC3000,2,Applied Sport and Exercise Psychology,Sports Studies
HIST3002,2,History of Sport & Physical Activity in Australian Society,Sports Studies
HIST3003,2,Playing on the Big Stage: Histories of the Olympics and Paralympics,Sports Studies
HMST3103,2,Management & Marketing of Sport & Physical Activity,Sports Studies
HPRM3001,2,Promoting Physical Activity & Health,Sports Studies
AUST1000,2,Contemporary Australia,Studies in Australian Culture
AUST2000,2,Australian Popular Culture,Studies in Australian Culture
ARTT2103,2,Australia Pacific Indigenous Arts,Studies in Australian Culture
ARTT2127,2,Australian Art,Studies in Australian Culture
DRAM2050,2,Australian Drama,Studies in Australian Culture
ENGL3100,2,Australian Literature,Studies in Australian Culture
HIST2247,2,The Making of Modern Australia: Society & Culture since 1901,Studies in Australian Culture
MSTU2006,2,Australian Cinema,Studies in Australian Culture
RELN1000,2,World Religions,Studies in Religion
RELN1001,2,Belief & Unbelief,Studies in Religion
RELN1510,2,The History of the Supernatural,Studies in Religion
RELN2000,2,"The idea of the sacred: texts, places and festivals",Studies in Religion
HIST2140,2,Indian History and Religion Study Tour,Studies in Religion
HIST2416,2,Medieval Heresy,Studies in Religion
RELN2113,2,Spirituality in the Everyday,Studies in Religion
RELN2115,2,Playing God: Religion & Science,Studies in Religion
RELN2117,2,Sociology of Religion,Studies in Religion
RELN2300,2,"Rituals, Priests & Kings: A History of Hinduism",Studies in Religion
RELN2301,2,Buddhism,Studies in Religion
RELN2307,2,Islam,Studies in Religion
RELN2310,2,"Religion, Peace and Violence",Studies in Religion
RELN2409,2,The World of Jesus and the Early Christians,Studies in Religion
RELN2410,2,The Bible: Narratives & Interpretations,Studies in Religion
RELN2411,2,Western Religious Thought from the Middle Ages to the Present,Studies in Religion
RELN3000,2,The Future of Religion: An Advanced Study of Contemporary Issues,Studies in Religion
RELN3001,2,Independent Study Unit,Studies in Religion
RELN3500,2,Advanced Study of Religious Texts A,Studies in Religion
RELN3501,2,Advanced Study of Religious Texts B,Studies in Religion
RELN1000,2,World Religions,Studies in Religion
RELN1001,2,Belief & Unbelief,Studies in Religion
RELN1510,2,The History of the Supernatural,Studies in Religion
RELN2000,2,"The idea of the sacred: texts, places and festivals",Studies in Religion
HIST2140,2,Indian History and Religion Study Tour,Studies in Religion
HIST2416,2,Medieval Heresy,Studies in Religion
RELN2113,2,Spirituality in the Everyday,Studies in Religion
RELN2115,2,Playing God: Religion & Science,Studies in Religion
RELN2117,2,Sociology of Religion,Studies in Religion
RELN2300,2,"Rituals, Priests & Kings: A History of Hinduism",Studies in Religion
RELN2301,2,Buddhism,Studies in Religion
RELN2307,2,Islam,Studies in Religion
RELN2310,2,"Religion, Peace and Violence",Studies in Religion
RELN2409,2,The World of Jesus and the Early Christians,Studies in Religion
RELN2410,2,The Bible: Narratives & Interpretations,Studies in Religion
RELN2411,2,Western Religious Thought from the Middle Ages to the Present,Studies in Religion
RELN3000,2,The Future of Religion: An Advanced Study of Contemporary Issues,Studies in Religion
RELN3001,2,Independent Study Unit,Studies in Religion
RELN3500,2,Advanced Study of Religious Texts A,Studies in Religion
RELN3501,2,Advanced Study of Religious Texts B,Studies in Religion
CSSE2002,2,Programming in the Large,User Experience Design
DECO2200,2,Graphic Design,User Experience Design
DECO2300,2,Digital Prototyping,User Experience Design
DECO2500,2,Human-Computer Interaction,User Experience Design
DECO3500,2,Social & Mobile Computing,User Experience Design
DECO3850,4,Physical Computing & Interaction Design Studio,User Experience Design
WRIT1110,2,Creative Writing: Narrative Fiction,Writing
ENGL1500,2,Contemporary Literature: Reading & Writing,Writing
WRIT1005,2,Fundamentals of Academic Writing,Writing
WRIT2250,2,"Writing: Grammar, Syntax, and Style",Writing
DRAM3102,2,Playwriting & Dramaturgy: Creative Practice,Writing
ENGL3020,2,"Journals, Repositories & Conferences Internship",Writing
WRIT2000,2,Writing & Editing for the Professions,Writing
WRIT2050,2,Creative Writing: Genre Fiction,Writing
WRIT2100,2,Creative Writing: Poetics,Writing
WRIT2120,2,Creative Writing: Screenwriting,Writing
WRIT3000,2,Writing: Advanced Project,Writing
WRIT3050,2,Creative Writing: Non-Fiction,Writing
WRIT3700,2,"Publishing, Editing, and Authorship",Writing
WRIT1110,2,Creative Writing: Narrative Fiction,Writing
ENGL1500,2,Contemporary Literature: Reading & Writing,Writing
WRIT1005,2,Fundamentals of Academic Writing,Writing
WRIT2250,2,"Writing: Grammar, Syntax, and Style",Writing
DRAM3102,2,Playwriting & Dramaturgy: Creative Practice,Writing
ENGL2070,2,"Contemporary British and American Fiction: Ethics, Politics,and Literature",Writing
ENGL3020,2,"Journals, Repositories & Conferences Internship",Writing
WRIT2000,2,Writing & Editing for the Professions,Writing
WRIT2050,2,Creative Writing: Genre Fiction,Writing
WRIT2100,2,Creative Writing: Poetics,Writing
WRIT2120,2,Creative Writing: Screenwriting,Writing
WRIT3000,2,Writing: Advanced Project,Writing
WRIT3050,2,Creative Writing: Non-Fiction,Writing
WRIT3700,2,"Publishing, Editing, and Authorship",Writing
ARCA1000,2,Discovering Archaeology,Archaeological Science (Major)
ARCS1001,2,Doing Archaeology,Archaeological Science (Major)
ARCS2000,2,Science in Archaeology,Archaeological Science (Major)
ARCS3010,2,Field Archaeology,Archaeological Science (Major)
ARCS3118,2,"Managing Cultural Heritage: Ethics, History and Practice",Archaeological Science (Major)
ARCS2003,2,Forensics: The Archaeology of Death & Crime Scenes,Archaeological Science (Major)
ARCS2011,2,Lithic Analysis: Current and Future Directions for Research and Heritage Management,Archaeological Science (Major)
ARCS2050,2,Historical Archaeology,Archaeological Science (Major)
ARCS2060,2,Archaeology Field School,Archaeological Science (Major)
ARCS2080,2,"Plants and Archaeology: Food, fuel, foraging and farming in the human past",Archaeological Science (Major)
ARCS2090,2,Animals and Archaeology: Analytical approaches to understanding past human-animal relationships,Archaeological Science (Major)
ARCS2010,2,Ancient Technologies: Experimental and Analytical Approaches to Understanding Past Technologies,Archaeological Science (Major)
ARCA2020,2,Australasian Archaeology,Archaeological Science (Major)
ARCS2025,2,Archaeology of the Pacific Islands,Archaeological Science (Major)
ARCS2070,2,Bioarchaeology: Human remains and ancient disease,Archaeological Science (Major)
BIOL2201,2,Evolution,Archaeological Science (Major)
ERTH2002,2,Paleobiology,Archaeological Science (Major)
ERTH2003,2,"Sedimentology, Stratigraphy and Paleoenvironments",Archaeological Science (Major)
ERTH2005,2,Mineralogy,Archaeological Science (Major)
GEOS2100,2,Environmental Systems,Archaeological Science (Major)
GEOS2103,2,Biogeography & Geomorphology,Archaeological Science (Major)
ARCA3000,2,Predicting the Past,Archaeological Science (Major)
ARCS3001,2,Advanced Research in Archaeology,Archaeological Science (Major)
ARCS3168,2,Human Evolution,Archaeological Science (Major)
BIOL3209,2,"Biodiversity Analysis, Discovery and Systematics",Archaeological Science (Major)
ERTH3103,2,Sedimentary Environments,Archaeological Science (Major)
ERTH3205,2,Geochemistry and Geochronology,Archaeological Science (Major)
GEOS3107,2,"Plants, People and the Environment",Archaeological Science (Major)
PSYC3262,2,Evolutionary Approaches to Human Behaviour,Archaeological Science (Major)
ARCA1000,2,Discovering Archaeology,Archaeological Science (Extended Major)
ARCS1001,2,Doing Archaeology,Archaeological Science (Extended Major)
ARCA2020,2,Australasian Archaeology,Archaeological Science (Extended Major)
ARCS2000,2,Science in Archaeology,Archaeological Science (Extended Major)
ARCS2011,2,Lithic Analysis: Current and Future Directions for Research and Heritage Management,Archaeological Science (Extended Major)
ARCS3010,2,Field Archaeology,Archaeological Science (Extended Major)
ARCS3118,2,"Managing Cultural Heritage: Ethics, History and Practice",Archaeological Science (Extended Major)
GEOS3107,2,"Plants, People and the Environment",Archaeological Science (Extended Major)
ARCS2003,2,Forensics: The Archaeology of Death & Crime Scenes,Archaeological Science (Extended Major)
ARCS2010,2,Ancient Technologies: Experimental and Analytical Approaches to Understanding Past Technologies,Archaeological Science (Extended Major)
ARCS2025,2,Archaeology of the Pacific Islands,Archaeological Science (Extended Major)
ARCS2050,2,Historical Archaeology,Archaeological Science (Extended Major)
ARCS2060,2,Archaeology Field School,Archaeological Science (Extended Major)
ARCS2070,2,Bioarchaeology: Human remains and ancient disease,Archaeological Science (Extended Major)
ARCS2080,2,"Plants and Archaeology: Food, fuel, foraging and farming in the human past",Archaeological Science (Extended Major)
ARCS2090,2,Animals and Archaeology: Analytical approaches to understanding past human-animal relationships,Archaeological Science (Extended Major)
BIOL2201,2,Evolution,Archaeological Science (Extended Major)
ERTH2002,2,Paleobiology,Archaeological Science (Extended Major)
ERTH2003,2,"Sedimentology, Stratigraphy and Paleoenvironments",Archaeological Science (Extended Major)
ERTH2005,2,Mineralogy,Archaeological Science (Extended Major)
GEOM2001,2,Geographical Information Systems,Archaeological Science (Extended Major)
GEOS2100,2,Environmental Systems,Archaeological Science (Extended Major)
GEOS2103,2,Biogeography & Geomorphology,Archaeological Science (Extended Major)
ARCA3000,2,Predicting the Past,Archaeological Science (Extended Major)
ARCS3001,2,Advanced Research in Archaeology,Archaeological Science (Extended Major)
ARCS3168,2,Human Evolution,Archaeological Science (Extended Major)
