output
                Civilisations of the Ancient World - ARCO1001                                            Year: 2019                                
                Archaeology: Time and Materiality - ARCO2103                                            Year: 2019                                
                Athens: Archaeology and Society - ARCO2202                                            Year: 2019                                
"                Archaeology: History, Theory, Research - ARCO3101                                            Year: 2019                                "
                War and Peace in early West Asia - ARCO3003                                            Year: 2019                                
                Ancient Australia: Diverse adaptations - ARCO2001                                            Year: 2019                                
                Archaeological Research Themes - ARCO4104                                            Year: 2019                                
                Fundamentals of Archaeological Practice - ARCO2101                                            Year: 2019                                
                Archaeological Fieldwork (Project 4) - ARCO3404                                            Year: 2019                                
                Ancient Australia: shape and connection - ARCO2002                                            Year: 2019                                
                Archaeological Research Approaches - ARCO4105                                            Year: 2019                                
                Village to city in ancient Western Asia - ARCO2009                                            Year: 2019                                
                At Home in Ancient Greece - ARCO3008                                            Year: 2019                                
                Production Modelling and Management - AREC3001                                            Year: 2019                                
                Benefit-Cost Analysis - AREC3007                                            Year: 2019                                
                Economics of Water and Bio-Resources - AREC3004                                            Year: 2019                                
                Concepts in Enviro and Agricultural Economics - AREC2005                                            Year: 2019                                
                Agricultural Finance and Risk - AREC3005                                            Year: 2019                                
                Agricultural Markets - AREC3002                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3582                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3542                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3593                                            Year: 2019                                
                Cellular and Developmental Neurosci. (Adv) - NEUR3903                                            Year: 2019                                
                Neuroscience Exchange - NEUR3553                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3583                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3594                                            Year: 2019                                
                Neuroscience Exchange - NEUR3554                                            Year: 2019                                
                Neuroscience Exchange - NEUR3551                                            Year: 2019                                
                Functional Neuroanatomy - NEUR3005                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3541                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3591                                            Year: 2019                                
                Neuroscience Exchange - NEUR3552                                            Year: 2019                                
                Neural Information Processing - NEUR3006                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3581                                            Year: 2019                                
                Advanced Neuroscience Exchange - NEUR3592                                            Year: 2019                                
                Neural Information Processing (Advanced) - NEUR3906                                            Year: 2019                                
                Cellular and Developmental Neuroscience - NEUR3003                                            Year: 2019                                
                Integrative Neuroscience (Advanced) - NEUR3904                                            Year: 2019                                
                Integrative Neuroscience - NEUR3004                                            Year: 2019                                
                Functional Neuroanatomy (Advanced) - NEUR3905                                            Year: 2019                                
                Science International Placement A - SCIP2001                                            Year: 2019                                
                Science International Placement B - SCIP2002                                            Year: 2019                                
                Science International Placement B - SCIP3002                                            Year: 2019                                
                Science International Placement C - SCIP3003                                            Year: 2019                                
                Science International Placement C - SCIP2003                                            Year: 2019                                
                Science International Placement A - SCIP3001                                            Year: 2019                                
                Urban Data and Science of Cities - PLAN9075                                            Year: 2019                                
                Foundations of Informal Urbanism - PLAN9049                                            Year: 2019                                
                Planning Dissertation 2 - PLAN9011                                            Year: 2019                                
                Strategic Planning and Design - PLAN9063                                            Year: 2019                                
                GIS Based Planning Policy and Analysis - PLAN9073                                            Year: 2019                                
                Planning Dissertation 1 - PLAN9010                                            Year: 2019                                
"                Planning Principles, Systems and Practice - PLAN9061                                            Year: 2019                                "
                Housing and Urban and Regional Development - PLAN9071                                            Year: 2019                                
                History and Theory of Planning and Design - PLAN9068                                            Year: 2019                                
                Planning Report - PLAN9018                                            Year: 2019                                
                Economics for the Built Environment - PLAN9045                                            Year: 2019                                
                Land Use and Infrastructure Planning - PLAN9064                                            Year: 2019                                
                Light and Sound - BADP2003                                            Year: 2019                                
                Building Technologies - BADP2004                                            Year: 2019                                
                Property and the Built Environment - BADP3002                                            Year: 2019                                
                Algorithmic Architecture - BADP2001                                            Year: 2019                                
                City Design and Urban Ecology - BADP3003                                            Year: 2019                                
                City Form and Development - BADP2002                                            Year: 2019                                
                Designing for Environmental Quality - BADP3001                                            Year: 2019                                
                Empirical Thinking - BADP1001                                            Year: 2019                                
                Words and Meanings in Indigenous Languages - KCIL5611                                            Year: 2019                                
                Learning an Indigenous Language - KCIL5622                                            Year: 2019                                
                Sentences and Text in Indigenous Languages - KCIL5612                                            Year: 2019                                
                Language Curriculum Development - KCIL5623                                            Year: 2019                                
                Research Methods in Languages Education - KCIL5620                                            Year: 2019                                
                Sounds and Writing in Indigenous Languages - KCIL5610                                            Year: 2019                                
                Research Project in Languages Education - KCIL5621                                            Year: 2019                                
                Theories and Methods in Language Learning - KCIL5613                                            Year: 2019                                
                Technology and Language Learning - KCIL5624                                            Year: 2019                                
                Health Sciences Exchange - HSSX4808                                            Year: 2019                                
                Health Sciences Exchange - HSSX3803                                            Year: 2019                                
                Health Sciences Exchange - HSSX2802                                            Year: 2019                                
                Health Sciences Exchange - HSSX5804                                            Year: 2019                                
                Health Sciences Exchange - HSSX4801                                            Year: 2019                                
                Health Sciences Exchange - HSSX3804                                            Year: 2019                                
                Health Sciences Exchange - HSSX2803                                            Year: 2019                                
                Health Sciences Exchange - HSSX5801                                            Year: 2019                                
                Health Sciences Exchange - HSSX4806                                            Year: 2019                                
                Health Sciences Exchange - HSSX3801                                            Year: 2019                                
                Health Sciences Exchange - HSSX2808                                            Year: 2019                                
                Health Sciences Exchange - HSSX5802                                            Year: 2019                                
                Health Sciences Exchange - HSSX4807                                            Year: 2019                                
                Health Sciences Exchange - HSSX3802                                            Year: 2019                                
                Health Sciences Exchange - HSSX2801                                            Year: 2019                                
                Health Sciences Exchange - HSSX5807                                            Year: 2019                                
                Health Sciences Exchange - HSSX4804                                            Year: 2019                                
                Health Sciences Exchange - HSSX3807                                            Year: 2019                                
                Health Sciences Exchange - HSSX2806                                            Year: 2019                                
                Health Sciences Exchange - HSSX5808                                            Year: 2019                                
                Health Sciences Exchange - HSSX4805                                            Year: 2019                                
                Health Sciences Exchange - HSSX3808                                            Year: 2019                                
                Health Sciences Exchange - HSSX2807                                            Year: 2019                                
                Health Sciences Exchange - HSSX5805                                            Year: 2019                                
                Health Sciences Exchange - HSSX4802                                            Year: 2019                                
                Health Sciences Exchange - HSSX3805                                            Year: 2019                                
                Health Sciences Exchange - HSSX2804                                            Year: 2019                                
                Health Sciences Exchange - HSSX5806                                            Year: 2019                                
                Health Sciences Exchange - HSSX4803                                            Year: 2019                                
                Health Sciences Exchange - HSSX3806                                            Year: 2019                                
                Health Sciences Exchange - HSSX2805                                            Year: 2019                                
                Health Sciences Exchange - HSSX5803                                            Year: 2019                                
                Screen Arts 4 - CASA3001                                            Year: 2019                                
                Screen Arts 3 - CASA2002                                            Year: 2019                                
                Screen Arts 5 - CASA3002                                            Year: 2019                                
                Screen Arts 2 - CASA2001                                            Year: 2019                                
                Data Structures and Algorithms (Adv) - COMP2823                                            Year: 2019                                
                Algorithm Design (Adv) - COMP3927                                            Year: 2019                                
                Computer Science Exchange - COMP2557                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP2592                                            Year: 2019                                
                Programming Languages and Paradigms - COMP3109                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP3594                                            Year: 2019                                
                Design of Networks and Distributed Systems - COMP9121                                            Year: 2019                                
                Usability Engineering - COMP5427                                            Year: 2019                                
"                Programming Languages, Logic and Models (Adv) - COMP2922                                            Year: 2019                                "
                Algorithm Design - COMP3027                                            Year: 2019                                
                Systems Programming - COMP9017                                            Year: 2019                                
                Agile Software Development Practices - COMP9412                                            Year: 2019                                
                Computer Science Exchange - COMP2558                                            Year: 2019                                
                Advanced Data Models - COMP5338                                            Year: 2019                                
                Algorithms - COMP9007                                            Year: 2019                                
                Information Technology Capstone Project - COMP5703                                            Year: 2019                                
                Information Technology in Biomedicine - COMP5424                                            Year: 2019                                
                Natural Language Processing - COMP5046                                            Year: 2019                                
                Software Construction and Design 2 - COMP9202                                            Year: 2019                                
                Advanced Machine Learning - COMP5328                                            Year: 2019                                
"                Programming Languages, Logic and Models - COMP2022                                            Year: 2019                                "
                Computer Science Exchange - COMP2555                                            Year: 2019                                
                Mobile Computing - COMP5216                                            Year: 2019                                
                Empirical Security Analysis and Engineering - COMP5617                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP3592                                            Year: 2019                                
                Cloud Computing - COMP5349                                            Year: 2019                                
                Systems Programming - COMP2017                                            Year: 2019                                
                Software Development in Java - COMP9103                                            Year: 2019                                
                IT Research Project B - COMP5704                                            Year: 2019                                
                Multimedia Retrieval - COMP5425                                            Year: 2019                                
                Pervasive Computing - COMP5047                                            Year: 2019                                
                Computer Science Exchange - COMP2556                                            Year: 2019                                
                Applied Cybersecurity - COMP5618                                            Year: 2019                                
                Computer Science Exchange - COMP4553                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP3593                                            Year: 2019                                
                Graphics and Multimedia - COMP3419                                            Year: 2019                                
                Distributed Systems - COMP3221                                            Year: 2019                                
                IT Capstone Project - Individual - COMP5709                                            Year: 2019                                
                Database Management Systems - COMP9120                                            Year: 2019                                
                Computer and Network Organisation - COMP9601                                            Year: 2019                                
                Computer Science Exchange - COMP3558                                            Year: 2019                                
                Software Engineering Project - COMP5615                                            Year: 2019                                
                Computer Science Exchange - COMP4554                                            Year: 2019                                
                IT Research Project A - COMP5702                                            Year: 2019                                
                Web Application Development - COMP5347                                            Year: 2019                                
                Computational Geometry - COMP5045                                            Year: 2019                                
                Computer Science Project - COMP3888                                            Year: 2019                                
                Introduction to Artificial Intelligence - COMP3308                                            Year: 2019                                
                Software Construction and Design 1 - COMP9201                                            Year: 2019                                
                Computer Science Project (Advanced) - COMP3988                                            Year: 2019                                
                Computer Science Exchange - COMP3559                                            Year: 2019                                
                Computer Science Exchange - COMP4551                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP3591                                            Year: 2019                                
                Enterprise Scale Software Architecture - COMP5348                                            Year: 2019                                
                Information Technology Capstone A - COMP5707                                            Year: 2019                                
                Large Scale Networks - COMP5313                                            Year: 2019                                
                Computer Science Exchange - COMP3556                                            Year: 2019                                
                Machine Learning and Data Mining - COMP5318                                            Year: 2019                                
                Computer Science Exchange - COMP4552                                            Year: 2019                                
                Information Technologies and Systems - COMP5206                                            Year: 2019                                
                Multimedia Design and Authoring - COMP5415                                            Year: 2019                                
                Information Technology Capstone B - COMP5708                                            Year: 2019                                
                Data Structures and Algorithms - COMP9123                                            Year: 2019                                
                Principles of Data Science - COMP5310                                            Year: 2019                                
                Operating Systems Internals - COMP3520                                            Year: 2019                                
                Discrete Optimization - COMP3530                                            Year: 2019                                
                Computer Science Exchange - COMP3557                                            Year: 2019                                
                Digital Media Computing - COMP5405                                            Year: 2019                                
                Deep Learning - COMP5329                                            Year: 2019                                
                Data Structures and Algorithms - COMP2123                                            Year: 2019                                
                Introduction to Programming - COMP9001                                            Year: 2019                                
                Digital Media Fundamentals - COMP9419                                            Year: 2019                                
                Object-Oriented Design - COMP9220                                            Year: 2019                                
                Advanced Computer Science Exchange - COMP2591                                            Year: 2019                                
                System Analysis and Modelling - COMP9110                                            Year: 2019                                
                Information Technology Short Project - COMP5705                                            Year: 2019                                
                Advanced Network Technologies - COMP5416                                            Year: 2019                                
                Parallel and Distributed Computing - COMP5426                                            Year: 2019                                
                Visual Analytics - COMP5048                                            Year: 2019                                
                Introduction to Artificial Intelligence (Adv) - COMP3608                                            Year: 2019                                
"                Life, Art and the Everyday - CATE2004                                            Year: 2019                                "
                Art and the Archive - CATE2028                                            Year: 2019                                
                Contemporary Realism - CATE3004                                            Year: 2019                                
                Practising Contemporary Indigenous Art - CATE2025                                            Year: 2019                                
                Contemporary Art: an Introduction - CATE1001                                            Year: 2019                                
                Art and Nature - CATE3005                                            Year: 2019                                
                The Art of Memory - CATE2007                                            Year: 2019                                
                Global Art - CATE2018                                            Year: 2019                                
"                Fashion, the Body and Art - CATE3003                                            Year: 2019                                "
                The Avant-Garde - CATE1002                                            Year: 2019                                
                Architecture Exchange Elective 2C - BDES2617                                            Year: 2019                                
                Architecture Exchange Art 2 - BDES2623                                            Year: 2019                                
                Architectural History/Theory 1 - BDES1011                                            Year: 2019                                
                Art Processes - BDES2024                                            Year: 2019                                
                Architectural Communications 3 - BDES3012                                            Year: 2019                                
                Architecture Studio 1B - BDES1027                                            Year: 2019                                
                Architectural Technologies 3 - BDES3023                                            Year: 2019                                
                Architecture Exchange History/Theory 2 - BDES2621                                            Year: 2019                                
                Architecture Exchange Elective 2A - BDES2615                                            Year: 2019                                
                Honours Intensive Studio 1 - BDES1028                                            Year: 2019                                
                Architecture Studio 301 - BDES3010                                            Year: 2019                                
                Architecture Exchange Elective 2B - BDES2616                                            Year: 2019                                
                Architecture Exchange History/Theory 3 - BDES3611                                            Year: 2019                                
                Architectural Communications 2 - BDES2012                                            Year: 2019                                
                Architectural History/Theory 3 - BDES3011                                            Year: 2019                                
                Architecture Exchange Technologies 2 - BDES2613                                            Year: 2019                                
                Architecture Studio 1A - BDES1026                                            Year: 2019                                
                Architectural Communications 1 - BDES1012                                            Year: 2019                                
                Architecture Exchange Studio 3A - BDES3616                                            Year: 2019                                
                Honours Intensive Studio 2 - BDES2028                                            Year: 2019                                
                Architecture Studio 3B - BDES3027                                            Year: 2019                                
                Architectural Technologies 1 - BDES1023                                            Year: 2019                                
                Architecture Exchange Studio 2B - BDES2624                                            Year: 2019                                
                Core 3C Exchange - Technologies 3 - BDES3603                                            Year: 2019                                
                Architecture Studio 201 - BDES2010                                            Year: 2019                                
                Architecture Studio 202 - BDES2020                                            Year: 2019                                
                Architecture Studio 2A - BDES2026                                            Year: 2019                                
                Architectural History/Theory 2 - BDES2021                                            Year: 2019                                
                Architecture Studio 302 - BDES3020                                            Year: 2019                                
                Roman Architecture: Creation-Reception - BDES3030                                            Year: 2019                                
                Architectural Professional Practice - BDES3025                                            Year: 2019                                
                Architecture Exchange Studio 2A - BDES2622                                            Year: 2019                                
                Architecture Exchange Elective 3A - BDES3615                                            Year: 2019                                
                Architectural Technologies 2 - BDES2013                                            Year: 2019                                
                Architecture Studio 2B - BDES2027                                            Year: 2019                                
                Architecture Studio 3A - BDES3026                                            Year: 2019                                
                Rethinking Poverty - DVST6904                                            Year: 2019                                
                Development Project Evaluation - DVST6905                                            Year: 2019                                
                Development: Communication and Education - DVST6902                                            Year: 2019                                
                Development Collaboration - DVST6913                                            Year: 2019                                
                Dissertation Part A - DVST6911                                            Year: 2019                                
                Development: Civil Society and Wellbeing - DVST6901                                            Year: 2019                                
                Dissertation Part B - DVST6912                                            Year: 2019                                
                Culture and Politics of Health Development - DVST6906                                            Year: 2019                                
                Genomics Interdisciplinary Project - GEGE3888                                            Year: 2019                                
                Genetics and Genomics - GEGE2001                                            Year: 2019                                
                Genetics and Genomics (Advanced) - GEGE2901                                            Year: 2019                                
                Computational Genomics - GEGE3004                                            Year: 2019                                
                Experience Indonesia - OLES2141                                            Year: 2019                                
                Experience the Arab World - OLES2151                                            Year: 2019                                
                Experience the Spanish-speaking World - OLES2149                                            Year: 2019                                
                Digital Influence through Social Media - OLES2107                                            Year: 2019                                
                Experience the French-speaking World - OLES2147                                            Year: 2019                                
                Writing for the Digital World - OLES2129                                            Year: 2019                                
                Experience Germany - OLES2139                                            Year: 2019                                
                Experience Korea - OLES2145                                            Year: 2019                                
                Experience China - OLES2137                                            Year: 2019                                
                Experience Italy - OLES2143                                            Year: 2019                                
                Experience Japan - OLES2153                                            Year: 2019                                
                Medieval Studies Honours C - MDST4013                                            Year: 2019                                
                Medieval Studies Honours D - MDST4014                                            Year: 2019                                
                Medieval Studies Honours A - MDST4011                                            Year: 2019                                
                Medieval Studies Honours B - MDST4012                                            Year: 2019                                
                Biblical Studies Honours C - BBCL4013                                            Year: 2019                                
                Industry and Community Project - BBCL3998                                            Year: 2019                                
                Biblical Studies Honours Thesis 2 - BBCL4112                                            Year: 2019                                
                The New Testament Literature - BBCL2610                                            Year: 2019                                
                Interdisciplinary Impact - BBCL3999                                            Year: 2019                                
                Biblical Studies Honours A - BBCL4011                                            Year: 2019                                
